ID,ANO_NACIMIENTO,RAZA,PADRE,MADRE,INTERPARTO
100685HO,2010,F1H,H0589,020489AG,453
100705HO,2010,F1H,H0778,050003,41077
100707HO,2010,F1H,H0778,020705,41127
100708HO,2010,F1H,H0778,030343AG,493
100713HO,2010,F1H,H0589,010823AG,0
100721HO,2010,F1H,H0585,050397,646
100738HO,2010,F1H,H0778,000663,41008
100743HO,2010,F1H,H0681,040590AG,436
100744HO,2010,F1H,H0589,970208,498
100745HO,2010,F1H,H0589,030003AG,416
100747HO,2010,F1H,H0589,010595,327
100764HO,2010,F1H,H0778,050673AG,671
100767HO,2010,F1H,H0778,000908,520
100769HO,2010,F1H,H0585,050549,350
100770HO,2010,F1H,H0778,030884,347
100783HO,2010,F1H,H0584,020486AG,381
100785HO,2010,F1H,H0589,031160,302
100786HO,2010,F1H,H0778,050111,358
100787HO,2010,F1H,H0585,020138,0
100788HO,2010,F1H,H0585,950274,398
100789HO,2010,F1H,H0589,040069,41172
100807HO,2010,F1H,H0585,030369,41156
100810HO,2010,F1H,H0778,020595,41084
100811HO,2010,F1H,H0589,030754AG,0
100816HO,2010,F1H,H0585,050344AG,41233
100824HO,2010,F1H,H0681,020330AG,428
100827HO,2010,F1H,H0681,000269,588
100844HO,2010,EC,H0585,011151,391
100845HO,2010,F1H,H0681,030073AG,478
100853HO,2010,F1H,H0585,000127,448
100856HO,2010,F1H,H0585,040609,41169
100859HO,2010,F1H,H0585,040538,450
100862HO,2010,F1H,H0589,050150,0
100870HO,2010,F1H,H0589,030118,41154
100886HO,2010,F1H,H0681,030360,305
100887HO,2010,F1H,H0585,950781,526
100889HO,2010,F1H,H0585,991156AG,385
100890HO,2010,F1H,H0585,040079,366
100898HO,2010,F1H,HOL,050295,203
100901HO,2010,F1H,H0585,020713AG,41113
100902HO,2010,F1H,H0589,020009AG,326
100935HO,2010,F1H,H0681,010235,335
100937HO,2010,F1H,H0681,040810,584
100939HO,2010,F1H,H0681,050240AG,41067
100941HO,2010,F1H,H0681,050273,683
100948HO,2010,F1H,H0681,000346,312
100949HO,2010,F1H,H0585,050161AG,342
100953HO,2010,F1H,H0681,990588,498
100955HO,2010,F1H,H0681,040308,338
100958HO,2010,F1H,HO0681,040416,41091
101000HO,2010,F1H,H0681,010261,419
101004HO,2010,F1H,H0681,040596,329
101005HO,2010,F1H,H0681,050317,320
101084CP,2010,F1H,,,380
110000HO,2011,F1H,,,418
110003CA,2011,F1H,HOL,,382
110005,2011,1/4HOL,,080010,0
110008JE,2011,F1J,JE5181,080375,41511
110009HO,2011,F1H,HO7681,080840,388
110010,2011,1/4HOL,,080134,0
110012,2011,1/4HOL,,080175,0
110012HO,2011,F1H,HO7681,080747,41596
110013,2011,1/4HOL,,080021,0
110014,2011,1/4HOL,,088067SD,0
110014HO,2011,F1H,HO7681,080126,0
110015HO,2011,F1H,HO7681,080410,0
110016,2011,1/4HOL,,080009,0
110016HO,2011,F1H,HO7816,080288,41553
110017HO,2011,F1H,HO7681,080063,415
110018HO,2011,EC,HO8161,080591,365
110019,2011,1/4HOL,,080244,0
110019HO,2011,F1H,HO8161,080841,515
110020,2011,1/4HOL,,080161,0
110020HO,2011,F1H,HO7681,080935,41347
110021,2011,1/4HOL,,080006,0
110021HO,2011,F1H,HO7816,080037,719
110022,2011,1/4HOL,,080125,0
110022JE,2011,F1J,JE5181,080287,41338
110023HO,2011,F1H,HO8161,080400,329
110024HO,2011,F1H,HO8161,080343,0
110025HO,2011,F1H,HO7681,080450,41340
110026,2011,1/4HOL,,080042,0
110026JE,2011,F1J,JE5181,080445,527
110027HO,2011,F1H,HO7681,081027,662
110028HO,2011,F1H,HO7816,080494,563
110029,2011,1/4HOL,,080192,0
110029HO,2011,F1H,HO8161,081006,326
110030,2011,1/4HOL,,080211,0
110032,2011,1/4HOL,,080005,0
110032HO,2011,F1H,HO7681,080982,0
110033HO,2011,F1H,HO7681,080274,391
110034HO,2011,F1H,HO8161,080342,41352
110035HO,2011,F1H,HO7681,080357,334
110036HO,2011,F1H,HO7681,080626,342
110037HO,2011,F1H,HO8161,080500,433
110038HO,2011,F1H,HO7681,080439,332
110040,2011,1/4HOL,,08082CA,0
110041,2011,1/4HOL,,090106HO,0
110041HO,2011,F1H,HO7681,080452,415
110043,2011,1/4HOL,,088145SD,0
110044HO,2011,F1H,HO7681,080864,601
110045HO,2011,F1H,HO7681,040073,400
110046,2011,1/4HOL,,090026HO,0
110046HO,2011,EC,HO7681,080273,339
110047,2011,1/4HOL,,090027HO,0
110047HO,2011,F1H,HO8161,080858,41350
110048,2011,1/4HOL,,090035HO,0
110049JE,2011,F1J,JERSEY,030583,401
110050,2011,1/4HOL,,088076SD,0
110050JE,2011,F1J,JE5181,081222,315
110051,2011,1/4HOL,,080066,0
110052,2011,1/4HOL,,090044HO,0
110052HO,2011,EC,HO8161,050578,0
110053HO,2011,F1H,HO7681,080393,361
110054HO,2011,F1H,HO7681,080817,521
110056HO,2011,F1H,HO7681,080813,320
110057,2011,1/4HOL,,088154SD,0
110057HO,2011,F1H,HOL,080311,41617
110058HO,2011,F1H,HO7681,080597,580
110059HO,2011,F1H,HO7816,081213,442
110060JE,2011,F1J,JE5181,080340,492
110061HO,2011,F1H,HO7681,080532,41343
110062,2011,1/4HOL,,088108SD,0
110062HO,2011,F1H,HO7681,080366,0
110063H3,2011,1/4HOL,,090331HO,0
110063HO,2011,F1H,HO7681,081169,41331
110064HO,2011,F1H,HO8161,080377,385
110065,2011,1/4HOL,,080217,0
110065HO,2011,F1H,HO7681,080622,316
110066,2011,1/4HOL,,090040HO,0
110066HO,2011,F1H,HO7681,080124,346
110067,2011,1/4HOL,,090004HO,0
110067HO,2011,F1H,HO7681,080527,41384
110069,2011,1/4HOL,,090064HO,0
110069HO,2011,F1H,HO7681,080686,0
110070HO,2011,F1H,HO7681,080824,316
110071HO,2011,F1H,HO7681,080599,41521
110073,2011,1/4HOL,,090008HO,0
110075HO,2011,F1H,HO7681,080429,322
110076,2011,1/4HOL,,090003HO,0
110076HO,2011,F1H,HO7681,080483,413
110078HO,2011,F1H,HO7681,080309,415
110081,2011,1/4HOL,,090043HO,0
110081HO,2011,F1H,HO7681,080650,371
110082,2011,1/4HOL,,090193HO,0
110082HO,2011,F1H,HO7681,080750,41398
110084,2011,1/4HOL,,090150HO,0
110084HO,2011,F1H,HO7681,080700,41406
110085,2011,1/4HOL,,090148HO,0
110086,2011,1/4HOL,,080221,0
110087,2011,1/4HOL,,090007HO,0
110088,2011,1/4HOL,,090147HO,0
110089,2011,1/4HOL,,090024HO,0
110093,2011,1/4HOL,,088000SD,0
110094,2011,1/4HOL,,090156HO,0
110095,2011,1/4HOL,,080013,0
110096,2011,1/4HOL,,090006HO,0
110096HO,2011,F1H,HO7681,080771,337
110097,2011,1/4HOL,,090232HO,0
110098HO,2011,F1H,HO7681,080039,360
110100HO,2011,F1H,HO8161,080592,359
110101,2011,1/4HOL,,090050HO,0
110102,2011,1/4HOL,,090238HO,0
110102HO,2011,F1H,HO6440,080427,487
110103,2011,1/4HOL,,088077SD,0
110105,2011,1/4HOL,,090089HO,0
110106HO,2011,F1H,HO7681,080308,298
110107,2011,1/4HOL,,080099SD,0
110109,2011,1/4HOL,,090094HO,0
110110,2011,1/4HOL,,080252SD,0
110111,2011,1/4HOL,,090013HO,0
110112,2011,1/4HOL,,090056HO,0
110114HO,2011,F1H,HO8516,080804,513
110115HO,2011,F1H,HO0585,050876,41386
110115ME,2011,F1H,HOL,,301
110116HO,2011,F1H,HO7681,080692,540
110118HO,2011,F1H,HO7681,080763,401
110120,2011,1/4HOL,,090170HO,0
110120HO,2011,F1H,HO7816,080517,335
110121,2011,1/4HOL,,080025SD,0
110122,2011,1/4HOL,,090198HO,0
110123,2011,1/4HOL,,090049HO,0
110124,2011,1/4HOL,,088176SD,0
110126HO,2011,F1H,HO7681,030122AG,676
110127,2011,1/4HOL,,090060HO,0
110128,2011,1/4HOL,,090080HO,0
110128HO,2011,F1H,HO0585,080925,330
110130,2011,1/4HOL,,090053HO,0
110132,2011,1/4HOL,,090031HO,0
110133,2011,1/4HOL,,080087,0
110133/,2011,1/4HOL,,088087SD,0
110134,2011,1/4HOL,,088106SD,0
110135,2011,1/4HOL,,090107HO,0
110135HO,2011,F1H,HOL,080296,630
110136HO,2011,F1H,HO7681,080668,600
110138,2011,1/4HOL,,090091HO,0
110139HO,2011,EC,HO0585,080507,41386
110139ME,2011,F1H,HOL,,402
110140,2011,1/4HOL,,090069HO,0
110141,2011,1/4HOL,,090017HO,0
110141HO,2011,F1H,HO6440,080289,637
110142,2011,1/4HOL,,090384HO,0
110142HO,2011,F1H,HO7681,080619,383
110144,2011,1/4HOL,,090010HO,0
110145,2011,1/4HOL,,090161HO,0
110148,2011,1/4HOL,,090167HO,0
110152,2011,1/4HOL,,090055HO,0
110153,2011,1/4HOL,,090219HO,0
110154,2011,1/4HOL,,090110HO,0
110154HO,2011,F1H,HO6440,080545,584
110155,2011,1/4HOL,,090088HO,0
110155HO,2011,F1H,HO8516,080121,428
110157HO,2011,F1H,HO0585,080460,397
110158HO,2011,F1H,HO0585,080704,41641
110159,2011,1/4HOL,,090030HO,0
110160,2011,1/4HOL,,090203HO,0
110160HO,2011,F1H,HO6440,010439AG,440
110161,2011,1/4HOL,,090002HO,0
110162,2011,1/4HOL,,090014HO,0
110163,2011,1/4HOL,,090090HO,0
110164HO,2011,F1H,HO8516,080960,333
110165HO,2011,F1H,HO8516,080791,325
110166HO,2011,F1H,HO7681,080534,326
110168HO,2011,F1H,HO8745,081072,314
110175,2011,1/4HOL,,090009HO,0
110177HO,2011,F1H,HO8516,080386,321
110178HO,2011,F1H,HO8745,080657,539
110179HO,2011,F1H,HO778,080883,277
110182,2011,1/4HOL,,090028HO,0
110183,2011,1/4HOL,,090273HO,0
110183HO,2011,F1H,HO8745,040567AG,312
110184,2011,1/4HOL,,080177,0
110185,2011,1/4HOL,,090206HO,0
110185HO,2011,F1H,HO6440,080496,310
110186,2011,1/4HOL,,090471HO,0
110187,2011,1/4HOL,,090175HO,0
110188,2011,1/4HOL,,090103HO,0
110188HO,2011,F1H,HO7816,040560AG,393
110189,2011,1/4HOL,,090513HO,0
110190,2011,1/4HOL,,090181HO,0
110190HO,2011,F1H,HO7681,050074AG,0
110191,2011,1/4HOL,,090033HO,0
110192,2011,1/4HOL,,090351HO,0
110192HO,2011,F1H,HO6440,080939,41527
110198,2011,1/4HOL,,090159HO,0
110198HO,2011,F1H,HO0585,050869,314
110199,2011,1/4HOL,,090374HO,0
110199HO,2011,F1H,HO6440,040233AG,546
110200,2011,1/4HOL,,090450HO,0
110203HO,2011,F1H,HO8745,080508,305
110204ME,2011,F1H,HOL,,380
110205,2011,1/4HOL,,090162HO,0
110205HO,2011,F1H,HO8516,080876,427
110207HO,2011,F1H,HO6440,080645,317
110208HO,2011,F1H,HO7681,040028AG,388
110209HO,2011,F1H,HOL,DESC,380
110212HO,2011,F1H,HO778,080385,338
110212ME,2011,F1H,HOL,,42510
110214HO,2011,F1H,HO7681,080293,510
110217HO,2011,F1H,HO7681,040900AG,41516
110218,2011,1/4HOL,,090179HO,0
110219,2011,1/4HOL,,090512HO,0
110220,2011,1/4HOL,,090514HO,0
110220HO,2011,F1H,HO6440,080379,484
110221,2011,1/4HOL,,090021HO,0
110221HO,2011,F1H,HO6440,010817,610
110224,2011,1/4HOL,,090452HO,0
110227,2011,1/4HOL,,090065HO,0
110229HO,2011,F1H,HO7681,080663,689
110230,2011,1/4HOL,,09092CA,0
110231,2011,1/4HOL,,090407HO,0
110232,2011,1/4HOL,,090689HO,0
110232HO,2011,F1H,HO7681,080485,41388
110234,2011,1/4HOL,,090519HO,0
110235,2011,1/4HOL,,090405HO,0
110236,2011,1/4HOL,,090451HO,0
110236HO,2011,F1H,HO6440,040672,589
110238,2011,1/4HOL,,090586HO,0
110244,2011,1/4HOL,,090569HO,0
110245HO,2011,F1H,HO7681,080326,317
110246,2011,1/4HOL,,090388HO,0
110249,2011,1/4HOL,,090744HO,0
110250,2011,1/4HOL,,090509HO,0
110250HO,2011,EC,HO7681,080641,588
110251,2011,1/4HOL,,090782HO,0
110252,2011,1/4HOL,,090228HO,0
110252HO,2011,F1H,HO8745,081196,411
110253HO,2011,F1H,HO7681,030355,41563
110255,2011,1/4HOL,,090269HO,0
110256,2011,1/4HOL,,090716HO,0
110256HO,2011,F1H,HO6440,010859AG,560
110257,2011,1/4HOL,,090645HO,0
110257HO,2011,F1H,HO7681,030571,446
110259HO,2011,EC,HO7681,080347,359
110260,2011,1/4HOL,,090743JE,0
110260HO,2011,F1H,HO6440,080746,386
110262,2011,1/4HOL,,090678HO,0
110263,2011,1/4HOL,,090612HO,0
110264HO,2011,F1H,HO778,030688AG,41387
110267,2011,1/4HOL,,090339HO,0
110268,2011,1/4HOL,,090421HO,0
110269HO,2011,F1H,HO6440,020309,0
110271,2011,1/4HOL,,090218HO,0
110273,2011,1/4HOL,,090467HO,0
110275,2011,1/4HOL,,090294HO,0
110275HO,2011,F1H,HO7681,020875AG,411
110279,2011,1/4HOL,,090779HO,0
110280HO,2011,F1H,HO7681,080973,319
110281,2011,1/4HOL,,090387HO,0
110281HO,2011,F1H,HO7681,080359,41539
110282,2011,1/4HOL,,090551HO,0
110282HO,2011,F1H,HO8516,050387AG,430
110283,2011,1/4HOL,,090641HO,0
110284,2011,1/4HOL,,090422HO,0
110286,2011,1/4HOL,,090566HO,0
110287,2011,1/4HOL,,090812HO,0
110287HO,2011,F1H,HO7681,050376AG,321
110290HO,2011,F1H,HO0589,030685AG,41389
110291HO,2011,F1H,HO7681,080724,441
110294,2011,1/4HOL,,090369HO,0
110296,2011,1/4HOL,,090424HO,0
110297,2011,1/4HOL,,090740HO,0
110298HO,2011,F1H,HO7681,010034AG,345
110299,2011,1/4HOL,,090507HO,0
110301,2011,1/4HOL,,090417HO,0
110304HO,2011,F1H,HO8161,080266,400
110305,2011,1/4HOL,,090449HO,0
110305HO,2011,F1H,HO8161,081008,414
110306,2011,1/4HOL,,090063HO,0
110307,2011,1/4HOL,,090506HO,0
110307HO,2011,F1H,H0589,080603,0
110308,2011,1/4HOL,,090895HO,0
110310,2011,1/4HOL,,090683HO,0
110311,2011,1/4HOL,,090684HO,0
110312,2011,1/4HOL,,090186HO,0
110314HO,2011,F1H,HO8745,080829AG,358
110316HO,2011,F1H,HO0589,080610,361
110317,2011,1/4HOL,,090475HO,0
110319HO,2011,F1H,HO0681,080324,408
110321,2011,1/4HOL,BR,090057HO,0
110327,2011,1/4HOL,,090343HO,0
110328,2011,1/4HOL,,090581HO,0
110329HO,2011,F1H,HO0681,080533,361
110331,2011,1/4HOL,,090652HO,0
110332,2011,1/4HOL,BR,090884HO,0
110335HO,2011,F1H,HO8161,010936,530
110336,2011,1/4HOL,,090440HO,0
110337HO,2011,F1H,HO0681,030739AG,375
110338HO,2011,F1H,HO8745,050237AG,333
110339HO,2011,F1H,H0681,020865AG,311
110340HO,2011,F1H,HO7681,080646,41555
110341,2011,1/4HOL,BR,100014HO,0
110341JE,2011,F1J,JE5181,080636,322
110342,2011,1/4HOL,BR,100025HO,0
110342HO,2011,F1H,HO8161,030986,327
110343,2011,F1J,JE,100004HO,0
110343HO,2011,F1H,HO7681,040511,343
110344,2011,F1J,JE,100030HO,0
110345,2011,F1J,JE,100022HO,0
110346,2011,F1J,JE,100034HO,0
110347,2011,F1J,JE,100040HO,0
110348,2011,F1J,JE,100001HO,0
110349,2011,F1J,JE,100003HO,0
110350,2011,1/4HOL,BR,080224,0
110351,2011,F1J,JE,100026HO,0
110352,2011,F1J,JE,100023HO,0
110353,2011,1/4HOL,BR,080113,0
110354,2011,F1J,JE,100013HO,0
110355,2011,1/4HOL,,080021,0
110355HO,2011,F1H,HO7681,040862,41523
110356,2011,1/4HOL,BR,080153,0
110357,2011,F1J,JE,100008HO,0
110358HO,2011,F1H,HO8161,040927,369
110359HO,2011,F1H,HO8161,030356,367
110360,2011,1/4HOL,,100005HO,0
110360HO,2011,F1H,HO0589,040192,326
110362,2011,1/4HOL,,080219,0
110363,2011,1/4HOL,,100028HO,0
110365,2011,1/4HOL,,080134,0
110367HO,2011,F1H,HO8161,031215AG,402
110368,2011,1/4HOL,,100007HO,0
110369,2011,1/4HOL,,100016HO,0
110370,2011,1/4HOL,BR,100035HO,0
110370HO,2011,F1H,HOL,050390AG,383
110376HO,2011,F1H,HO8745,030814AG,553
110382HO,2011,F1H,HO8745,030672,379
110406HO,2011,F1H,HO0778,040343,328
110410HO,2011,F1H,HO8745,040088,364
110412JE,2011,F1J,JE5181,040068,459
110413HO,2011,F1H,H0681,030092AG,493
110417HO,2011,F1H,H0681,960883AG,430
110424HO,2011,F1H,H0681,020025AG,308
110426HO,2011,F1H,HO7816,000414AG,527
110438HO,2011,F1H,HO7816,040205AG,377
110439HO,2011,F1H,HO8745,030426AG,614
110442HO,2011,F1H,HO7816,020009AG,360
110443HO,2011,F1H,HO8516,050286AG,544
110450HO,2011,F1H,HO0589,020866,349
110454HO,2011,F1H,HO8516,030818AG,459
110462HO,2011,F1H,HO8745,030918AG,41566
110474HO,2011,F1H,HO0585,020608,475
110484HO,2011,F1H,HOL,040279AG,479
110485HO,2011,F1H,HO8516,030143,544
110487HO,2011,F1H,HO8516,011083AG,343
110491HO,2011,F1H,HO0589,020454,41515
110513HO,2011,F1H,HO0589,050003,332
110515HO,2011,F1H,HO0589,040307,41527
110519HO,2011,F1H,HO0589,020306,412
110520HO,2011,F1H,HO0589,020532,396
110522HO,2011,F1H,HO0589,040184,368
110531HO,2011,F1H,HO0585,020520,41660
110532HO,2011,F1H,HO7816,011286,558
110533HO,2011,F1H,HO0589,020551AG,323
110534HO,2011,F1H,HO0589,050367AG,41575
110539HO,2011,F1H,HO7816,031181,722
110543HO,2011,EC,HO7816,011151,302
110547JE,2011,F1J,JERSEY,031119,422
110554HO,2011,F1H,HO8516,030884,328
110555HO,2011,F1H,HO8516,030884,328
110562HO,2011,F1H,H00589,010595,363
110563HO,2011,F1H,HOL,040737AG,325
110579HO,2011,F1H,HO8161,020266AG,305
110580HO,2011,F1H,HO0589,030187AG,560
110587HO,2011,F1H,HO0589,030298,374
110589HO,2011,F1H,HO8745,040784AG,346
110591HO,2011,F1H,HO7816,040392AG,41527
110609HO,2011,F1H,HO0585,040341,390
110613HO,2011,F1H,HO0589,020374AG,323
110614HO,2011,F1H,HO0589,030281AG,338
110615HO,2011,F1H,HO7816,000243,336
110617HO,2011,F1H,HO0589,050111,395
110636HO,2011,F1H,HO0585,020001,567
110639HO,2011,F1H,HO8745,050385AG,394
110640HO,2011,F1H,HO8745,020229,0
110644HO,2011,F1H,H0681,040488,323
110654HO,2011,F1H,HO7816,030577,398
110657HO,2011,F1H,HO0589,991156AG,41575
110658HO,2011,F1H,HO8745,050266,442
110659HO,2011,F1H,HO0589,060685,346
110660HO,2011,EC,HO8161,010255,342
110662HO,2011,F1H,HO8516,040011,483
110664HO,2011,F1H,HO0778,000127,337
110668HO,2011,F1H,HO8745,020207,333
110669HO,2011,F1H,HO8745,040291,685
110670HO,2011,F1H,HO8745,050185,322
110671HO,2011,F1H,H0671,040919AG,41574
110674HO,2011,F1H,HO8745,040538,304
110687HO,2011,F1H,HO8745,050175AG,398
110688HO,2011,F1H,HO8745,011102,515
110691HO,2011,F1H,HO8516,010720,319
110693HO,2011,F1H,HO8745,040469,330
110697HO,2011,F1H,HO0681,030336AG,654
110698HO,2011,F1H,HO0589,011209AG,345
110705HO,2011,F1H,HO0778,060343,311
110707HO,2011,F1H,HO8745,050217AG,306
110708HO,2011,F1H,HO8516,061043,502
110712HO,2011,F1H,HO0585,031190,556
110728HO,2011,F1H,HO7816,010773AG,367
110735HO,2011,F1H,HO0589,020425AG,413
110737HO,2011,F1H,HO0589,040635,323
110742HO,2011,F1H,HO8516,060707,350
110745HO,2011,F1H,HO0589,030449,318
110747HO,2011,F1H,HO0589,011238AG,41574
110754HO,2011,F1H,HO8516,060846,548
110769HO,2011,F1H,HO0585,040160AG,539
110770HO,2011,F1H,HO8745,050021AG,359
110775HO,2011,F1H,HO8745,020486AG,370
110783HO,2011,F1H,HO0589,070688,483
110786HO,2011,F1H,HO8745,070383,338
110794HO,2011,F1H,HO8745,950274,354
110797HO,2011,F1H,HO8745,030221,416
110802HO,2011,F1H,HO0589,030059,592
110807HO,2011,F1H,HO8745,000269,618
110810HO,2011,F1H,HO0589,020117,337
110811HO,2011,F1H,HO8745,070361,447
110813HO,2011,F1H,HO8516,990771,324
110814HO,2011,F1H,HO8745,010222,382
110819HO,2011,F1H,HO8516,060903,381
110820HO,2011,F1H,HO0589,040052AG,917
110829HO,2011,F1H,HO8745,040244,341
110832HO,2011,F1H,HO8745,020396,0
110835HO,2011,F1H,HO0585,030390,379
110837HO,2011,F1H,HO8745,070549,532
110838HO,2011,F1H,HO8745,010408AG,453
110840HO,2011,F1H,HO8745,070781,41645
110841HO,2011,F1H,HO8745,020275AG,372
110842HO,2011,F1H,HO0589,060433,330
110848HO,2011,F1H,HO8745,020456,343
110853HO,2011,F1H,HO0681,060388,340
110854HO,2011,F1H,HO0589,030232AG,639
110855HO,2011,F1H,HO0589,060521,41535
110856HO,2011,F1H,HO8745,070934,345
110859HO,2011,F1H,HO8745,070991,513
110860HO,2011,F1H,HO8745,070492,571
110866HO,2011,F1H,HO0681,040018AG,341
110867HO,2011,F1H,HO0681,020197,346
110870HO,2011,F1H,HO8745,050549,41585
110873HO,2011,F1H,HO0681,050429AG,357
110874HO,2011,F1H,HO0681,031074,332
110877HO,2011,F1H,HO8745,030445,367
110879HO,2011,F1H,HO8745,070849,309
110883HO,2011,EC,HO0681,020246,554
110887HO,2011,F1H,HO8745,071132,390
110894HO,2011,F1H,HO0681,020928,378
110895HO,2011,F1H,HO8745,050562,41620
110896HO,2011,F1H,HO8745,020384,450
110897HO,2011,F1H,HO0681,050012AG,0
110901HO,2011,F1H,HO8745,071045,330
110903HO,2011,F1H,HO7494,070407,340
110904HO,2011,F1H,HO0681,010585,388
110915HO,2011,F1H,HO8745,070115,342
110919HO,2011,F1H,HO8745,040316,41642
110923HO,2011,F1H,HO0681,010176,41521
110924HO,2011,F1H,HO0589,020489AG,297
110926HO,2011,F1H,HO7494,040609,321
110930HO,2011,F1H,HO0681,060604,343
110931HO,2011,F1H,HO8745,070811,457
110936HO,2011,F1H,HO7494,070559,583
110940HO,2011,F1H,HO8745,070920,474
110945HO,2011,F1H,HO0589,070701,553
110946HO,2011,F1H,HO8745,070545,426
110949HO,2011,F1H,HO8745,070812,322
110957HO,2011,F1H,HO7494,040747AG,367
110961HO,2011,F1H,HO7494,070446,533
110967HO,2011,F1H,HO7494,070761,545
110968HO,2011,EC,HO8745,070744,490
110969HO,2011,F1H,HO0681,070627AG,388
110970HO,2011,F1H,HO8745,071140,632
110971HO,2011,F1H,HO0681,060806,503
110972HO,2011,F1H,HO7494,071007,355
110975HO,2011,F1H,HO7494,070428,401
110979HO,2011,F1H,HO7494,070399,327
110982HO,2011,F1H,HO7494,071176,319
110986HO,2011,F1H,HO7494,071082,401
110990HO,2011,F1H,HO7494,070573,330
111003HO,2011,F1H,HO8161,070344,647
111005HO,2011,F1H,HO7494,070432,396
111016HO,2011,F1H,HO7494,070848,405
111019HO,2011,F1H,HO0681,040185AG,337
1110216,2011,1/4HOL,,090386HO,0
111024HO,2011,F1H,HO0681,030534,404
111029HO,2011,F1H,HO0681,050723,303
111031HO,2011,F1H,HO8161,070585,384
111049HO,2011,F1H,HO8161,070896,357
111050HO,2011,F1H,HO8161,070471,342
111053HO,2011,F1H,HO8161,070855,431
111054HO,2011,F1H,HO8161,070378AG,391
111058HO,2011,F1H,HO8161,070353,0
111068HO,2011,F1H,HO0681,070429,407
111070HO,2011,F1H,HO8161,070584,317
111073HO,2011,F1H,HO8161,070806,326
111084HO,2011,F1H,HO8161,070675,333
111097HO,2011,F1H,HO8745,070516,371
111106HO,2011,F1H,HO8161,070503,336
111109HO,2011,F1H,HO8161,070393,349
111120HO,2011,F1H,HO8161,071050,0
111124HO,2011,F1H,HO8161,070260,211
111126HO,2011,F1H,HO8161,070123,324
111131HO,2011,F1H,HO8161,071059,343
111142HO,2011,F1H,HO8161,070372,534
111767CP,2011,F1H,,,0
113389SD,2011,F1H,H9247,010208AG,404
113406SD,2011,F1H,H7979,000239MA,384
113422SD,2011,F1H,H8161,033505CA,330
113481SD,2011,F1H,H6992,049025CO,41733
113489SD,2011,F1H,H7979,040837BA,334
113603SD,2011,F1H,,,328
113639SD,2011,F1H,H6992,034097CO,371
113718SD,2011,F1H,H7494,002070CO,517
113743SD,2011,F1H,H7494,002070CO,667
113762SD,2011,F1H,H10188,044034CO,549
113771SD,2011,F1H,H9247,030517MA,372
113796SD,2011,F1H,HOL,,41746
113800SD,2011,F1H,H10356,040911BA,354
113823SD,2011,F1H,H7979,030357MA,395
113832SD,2011,F1H,H8161,040156LC,347
113838SD,2011,F1H,H8161,011572CA,386
113841SD,2011,F1H,H7979,040628MA,569
113884SD,2011,F1H,H7494,050260LH,337
113886SD,2011,F1H,H7494,070736AG,499
113912SD,2011,F1H,H8745,081105HN,41742
113932SD,2011,F1H,H7494,050843BA,396
113938SD,2011,F1H,H8745,081263HN,293
113942SD,2011,F1H,H10188,031100CO,320
113953SD,2011,F1H,H9900,060663BA,354
113967SD,2011,F1H,H7494,070822AG,337
113969SD,2011,F1H,H8347,040262BA,514
113974SD,2011,F1H,H8161,060718BA,310
113980SD,2011,F1H,H7494,081104HN,516
113986SD,2011,F1H,H6992,081155HN,341
113996SD,2011,F1H,H6992,081181HN,375
114001SD,2011,F1H,H8161,060458BA,405
114004SD,2011,F1H,H6992,081168HN,581
114005SD,2011,F1H,H6992,081020HN,405
114010SD,2011,F1H,H8347,060435BA,357
114017SD,2011,F1H,H7494,023131CO,41739
114021SD,2011,F1H,H8161,060411BA,358
114025SD,2011,F1H,H9504,050295AG,305
114029SD,2011,F1H,H8347,060358BA,323
114031SD,2011,F1H,H8347,020594LC,445
114034SD,2011,F1H,H9900,020269MA,490
114036SD,2011,F1H,H8347,060353BA,434
114040SD,2011,F1H,H7494,060855BA,404
114044SD,2011,F1H,H8745,081162HN,415
114046SD,2011,F1H,H6992,080518HN,539
114052SD,2011,F1H,H6992,081283HN,662
114054SD,2011,F1H,H8745,081208HN,424
114060SD,2011,F1H,H8347,031026CO,389
114061SD,2011,F1H,H9504,050394BA,487
114071SD,2011,F1H,H8161,081078HN,364
114082SD,2011,F1H,H9900,050351LH,526
114085SD,2011,F1H,H8161,060582BA,326
114088SD,2011,F1H,H9900,040840BA,320
114089SD,2011,F1H,H7494,081179HN,419
114090SD,2011,F1H,H7494,045168CO,432
114092SD,2011,F1H,H9504,060149BA,376
114093SD,2011,F1H,H7494,040134BA,358
114109SD,2011,F1H,H9504,060769BA,372
114113SD,2011,F1H,H8161,060732BA,341
114115SD,2011,F1H,H8161,030823VC,359
114121SD,2011,F1H,H7494,070866AG,514
114127SD,2011,F1H,H7494,081056HN,461
114133SD,2011,F1H,H8161,060987AG,478
114138SD,2011,F1H,H7494,000822MA,403
114139SD,2011,F1H,HOL,,325
114141SD,2011,F1H,H7494,081129HN,550
114149SD,2011,F1H,H8161,081089HN,0
114153SD,2011,F1H,H6440,081139HN,306
114155SD,2011,F1H,H8161,050125AG,327
114161SD,2011,F1H,H8161,060252BA,301
114171SD,2011,F1H,H8161,081087HN,328
114172SD,2011,F1H,H6440,080400HN,492
114173SD,2011,F1H,H8161,040682BA,507
114181SD,2011,F1H,H7494,030183AG,545
114183SD,2011,F1H,H8161,070913AG,322
114187SD,2011,F1H,H8161,081221HN,328
